Acceleration,Method,ScanID,SSFD (5 pct data),SSFD (10 pct data),SSFD (25 pct data),SSFD (50 pct data)
2,UNet,1000017,0.4853014349937439,0.5137895345687866,0.6661209464073181,1.151492714881897
2,UNet,1000026,0.7213249206542969,0.49120134115219116,0.6926048994064331,0.9867261052131653
2,UNet,1000041,0.5335606336593628,0.4488326907157898,0.29450225830078125,0.9468905329704285
2,UNet,1000071,0.7610422968864441,0.9515846967697144,0.6508947610855103,1.1958822011947632
2,UNet,1000107,0.5886929035186768,0.38445425033569336,0.3197609484195709,1.1644814014434814
2,UNet,1000153,0.32926157116889954,0.3387867212295532,0.2919650971889496,0.8083102107048035
2,UNet,1000178,0.37914785742759705,0.44079846143722534,0.5495645403862,0.976606547832489
2,UNet,1000196,1.86769700050354,1.354006052017212,0.9017149806022644,1.8115739822387695
2,UNet,1000206,0.4947403073310852,0.396637499332428,0.38336214423179626,0.9879730939865112
2,UNet,1000264,0.6944538354873657,0.48430514335632324,0.4141518473625183,1.0619761943817139
2,UNet,1000292,0.520588755607605,0.5666067004203796,0.9185266494750977,1.2045738697052002
2,UNet,1000314,0.9597762227058411,0.5182530283927917,0.657640814781189,1.2753069400787354
2,UNet,1000323,1.7366358041763306,0.9420883059501648,1.4465250968933105,1.849255919456482
2,UNet,1000344,0.5388926267623901,0.5521402955055237,0.508520781993866,0.9977403879165649
2,UNet,1000432,0.3235713541507721,0.39775416254997253,0.35284286737442017,0.9617183804512024
2,UNet,1000464,2.000249147415161,0.9248229265213013,1.38654625415802,1.8204765319824219
2,UNet,1000538,0.8775516748428345,0.533959686756134,0.6585156321525574,0.9380548596382141
2,UNet,1000591,0.6815953254699707,0.40889936685562134,0.656050443649292,1.059638261795044
2,UNet,1000697,0.3279806673526764,0.30898517370224,0.27517685294151306,0.7207003831863403
2,UNet,1000735,0.7222474813461304,0.506936252117157,0.48333969712257385,0.9145174026489258
2,UNet,1000759,0.2696116268634796,0.36300837993621826,0.2580084800720215,0.8614699244499207
2,UNet,1000769,0.24859938025474548,0.30238720774650574,0.3303460478782654,0.8054234385490417
2,UNet,1000891,0.4687366485595703,0.4044817090034485,0.5119504928588867,0.8438758850097656
2,UNet,1000899,0.9640005230903625,0.9665738344192505,0.876822829246521,1.5507868528366089
2,UNet,1001064,0.2843136787414551,0.29865890741348267,0.3005336821079254,0.9718531370162964
2,UNet,1001090,0.5999632477760315,0.31783995032310486,0.5764937996864319,0.9473186731338501
2,UNet,1001096,0.35980525612831116,0.36031293869018555,0.26421740651130676,0.9097405672073364
2,UNet,1001104,0.30137109756469727,0.3007555305957794,0.24676290154457092,0.6778085827827454
2,UNet,1001119,0.8491390347480774,0.8483843803405762,0.5062583684921265,1.2668983936309814
2,UNet,1001140,0.3052349388599396,0.3884844183921814,0.44220679998397827,0.8301576375961304
2,UNet,1001144,0.5257600545883179,0.3940531015396118,0.441570520401001,0.7840721011161804
2,UNet,1001159,0.8886634707450867,0.8178893327713013,1.4469512701034546,1.4272671937942505
2,UNet,1001168,0.31909236311912537,0.3250676095485687,0.3768016993999481,0.7052549123764038
2,UNet,1001170,0.3782217502593994,0.42541179060935974,0.323124498128891,0.9384728670120239
2,UNet,1001184,0.5541409254074097,0.44888314604759216,0.3872263431549072,0.997360348701477
