Acceleration,Method,ScanID,SSFD (mse),SSFD (mae),SSFD (pdl),SSFD (dists)
4,UNet,1001159,11.545816421508789,1.5787280797958374,424.0076904296875,-225.9949493408203
4,UNet,1001168,5.971392631530762,0.8812353014945984,213.25723266601562,-277.89129638671875
4,UNet,1001170,7.557255744934082,1.015439510345459,246.3878173828125,-269.4918518066406
4,UNet,1001184,8.707897186279297,1.1815264225006104,243.62400817871094,-266.16192626953125
4,UNet,1001275,10.994202613830566,1.4758790731430054,372.9670715332031,-238.8613739013672
4,UNet,1001381,10.056496620178223,1.2543056011199951,406.8565979003906,-260.65228271484375
4,UNet,1001651,9.372796058654785,1.2978308200836182,294.68597412109375,-255.63818359375
4,UNet,1001655,9.399724006652832,1.3017504215240479,241.86912536621094,-259.66900634765625
4,UNet,1001687,7.760466575622559,1.149648904800415,262.6830749511719,-273.4311218261719
4,UNet,1001759,7.787670135498047,1.04335618019104,286.79595947265625,-266.69720458984375
4,UNet,1001763,10.285135269165039,1.3253254890441895,382.2137145996094,-259.08905029296875
4,UNet,1001798,9.792362213134766,1.3862988948822021,326.8739929199219,-239.9053497314453
4,UNet,1001850,10.265828132629395,1.358071208000183,258.70819091796875,-253.96063232421875
4,UNet,1001851,10.288191795349121,1.3710938692092896,330.084228515625,-249.75772094726562
4,UNet,1001938,11.023333549499512,1.4566315412521362,298.4091796875,-251.1650390625
4,UNet,1001959,9.501504898071289,1.3340222835540771,225.25242614746094,-253.7469482421875
4,UNet,1001995,7.440164089202881,1.087775468826294,230.5198974609375,-271.674560546875
4,UNet,1001997,9.935382843017578,1.3722565174102783,340.575927734375,-247.29254150390625
4,UNet,1002007,9.428486824035645,1.2380858659744263,252.4036102294922,-261.6907958984375
4,UNet,1002035,6.5302414894104,0.9916567802429199,231.30455017089844,-276.947265625
4,UNet,1002274,11.493291854858398,1.4733030796051025,381.884521484375,-248.79214477539062
4,UNet,1002351,10.879112243652344,1.4207971096038818,346.0085144042969,-256.0168762207031
4,UNet,1002380,10.927024841308594,1.4383032321929932,332.1942138671875,-244.26731872558594
4,UNet,1002382,6.148218631744385,0.8793250918388367,265.4605407714844,-278.0126647949219
4,UNet,1002412,11.085725784301758,1.4281121492385864,273.3328857421875,-240.50791931152344
4,UNet,1002417,10.744502067565918,1.4153738021850586,357.2607421875,-248.8262939453125
4,UNet,1002451,11.067192077636719,1.4682667255401611,252.0310516357422,-242.28895568847656
4,UNet,1002515,11.272703170776367,1.4847593307495117,283.39398193359375,-235.31405639648438
4,UNet,1002526,8.132967948913574,1.2025094032287598,276.4692077636719,-265.99139404296875
4,UNet,1002538,11.125900268554688,1.463008999824524,268.7646789550781,-243.86019897460938
6,UNet,1000017,11.809557914733887,1.4921879768371582,402.5632019042969,-235.81353759765625
6,UNet,1000026,12.167790412902832,1.5523053407669067,276.9490051269531,-235.6064453125
6,UNet,1000041,7.24945592880249,1.064685583114624,213.44586181640625,-266.10198974609375
6,UNet,1000071,10.536015510559082,1.3299275636672974,271.6653137207031,-254.2225341796875
6,UNet,1000107,7.334252834320068,1.0266873836517334,243.9809112548828,-271.4970397949219
6,UNet,1000153,8.704594612121582,1.1312586069107056,244.24746704101562,-261.903564453125
6,UNet,1000178,12.797761917114258,1.588539481163025,313.23492431640625,-235.7606658935547
6,UNet,1000196,13.366786003112793,1.621408462524414,309.069580078125,-236.48971557617188
6,UNet,1000206,12.01098918914795,1.5275453329086304,300.9286804199219,-239.73623657226562
6,UNet,1000264,8.09886360168457,1.2147111892700195,233.98611450195312,-260.7757873535156
6,UNet,1000292,10.687355041503906,1.4472894668579102,400.5942077636719,-242.22898864746094
6,UNet,1000314,8.908854484558105,1.268484115600586,285.0119323730469,-264.0133056640625
6,UNet,1000323,11.877674102783203,1.508115530014038,356.1827697753906,-248.6630401611328
6,UNet,1000344,11.667860984802246,1.4982707500457764,349.4259033203125,-239.2462921142578
6,UNet,1000432,7.224661350250244,1.0750404596328735,223.70433044433594,-271.3948974609375
6,UNet,1000464,14.50562572479248,1.6842759847640991,385.1286315917969,-228.1744384765625
6,UNet,1000538,10.884593963623047,1.4356986284255981,309.1563415527344,-245.4364013671875
6,UNet,1000591,10.286897659301758,1.4211335182189941,297.18035888671875,-248.50311279296875
6,UNet,1000697,7.702940940856934,1.0532896518707275,283.4465637207031,-273.35687255859375
6,UNet,1000735,9.490962982177734,1.141244649887085,232.5242156982422,-258.49737548828125
6,UNet,1000759,7.6218438148498535,1.0465500354766846,216.1897430419922,-267.170166015625
6,UNet,1000769,7.903478145599365,1.0725873708724976,234.08935546875,-265.21142578125
6,UNet,1000891,8.453978538513184,1.1272974014282227,281.1779479980469,-259.5940246582031
6,UNet,1000899,14.317028999328613,1.6294500827789307,280.7755126953125,-226.86392211914062
6,UNet,1001064,8.289342880249023,1.0855236053466797,253.9775848388672,-268.6756591796875
6,UNet,1001090,13.101534843444824,1.5161166191101074,386.2641906738281,-241.7122802734375
6,UNet,1001096,8.011344909667969,1.1190048456192017,228.2519073486328,-267.6759338378906
6,UNet,1001104,6.401522636413574,0.941906750202179,196.3164825439453,-274.88531494140625
6,UNet,1001119,13.369401931762695,1.5938732624053955,273.18597412109375,-237.5019073486328
6,UNet,1001140,10.61404037475586,1.4060888290405273,267.66790771484375,-245.63973999023438
6,UNet,1001144,10.718354225158691,1.4413225650787354,300.9164733886719,-247.99554443359375
6,UNet,1001159,14.872822761535645,1.7948980331420898,515.3574829101562,-206.89443969726562
6,UNet,1001168,6.909775733947754,0.9235848188400269,210.67596435546875,-274.1160583496094
6,UNet,1001170,8.549551010131836,1.0855824947357178,246.70343017578125,-262.923583984375
6,UNet,1001184,8.991483688354492,1.2033114433288574,234.64239501953125,-263.7055969238281
6,UNet,1001275,13.393437385559082,1.6352348327636719,484.0165710449219,-221.0335693359375
6,UNet,1001381,12.116205215454102,1.3833625316619873,373.3851623535156,-250.301025390625
6,UNet,1001651,11.39757251739502,1.4579805135726929,311.92608642578125,-242.67312622070312
6,UNet,1001655,11.417106628417969,1.4522669315338135,357.9043273925781,-250.38636779785156
6,UNet,1001687,8.85533618927002,1.224814772605896,246.4926300048828,-266.40625
6,UNet,1001759,9.347087860107422,1.1529983282089233,342.25653076171875,-255.7139892578125
6,UNet,1001763,13.556172370910645,1.5489046573638916,403.4524230957031,-242.89718627929688
6,UNet,1001798,11.394890785217285,1.512695074081421,414.69281005859375,-228.00970458984375
6,UNet,1001850,11.076950073242188,1.4474608898162842,306.6778564453125,-244.56192016601562
6,UNet,1001851,13.01594352722168,1.5733518600463867,367.8941650390625,-228.88880920410156
6,UNet,1001938,12.910560607910156,1.6241734027862549,338.9468078613281,-236.94393920898438
6,UNet,1001959,10.667181968688965,1.4608192443847656,223.77708435058594,-245.73300170898438
6,UNet,1001995,10.671320915222168,1.2432422637939453,307.6673889160156,-256.60931396484375
6,UNet,1001997,13.215505599975586,1.5979381799697876,421.4302673339844,-227.63592529296875
6,UNet,1002007,10.856130599975586,1.3878090381622314,238.99490356445312,-250.574462890625
6,UNet,1002035,7.408143520355225,1.0460602045059204,233.6728515625,-273.39776611328125
6,UNet,1002274,12.706430435180664,1.6076853275299072,343.2684020996094,-237.30052185058594
6,UNet,1002351,10.160523414611816,1.3610669374465942,281.2630920410156,-259.6823425292969
6,UNet,1002380,12.456500053405762,1.5565704107284546,341.2041931152344,-233.38385009765625
6,UNet,1002382,6.700736999511719,0.9293791651725769,244.23672485351562,-272.64056396484375
6,UNet,1002412,13.106521606445312,1.5860824584960938,339.496826171875,-226.65542602539062
6,UNet,1002417,11.325876235961914,1.4905827045440674,322.1264953613281,-246.93023681640625
6,UNet,1002451,13.77366828918457,1.6688597202301025,274.5228576660156,-229.56056213378906
6,UNet,1002515,14.572514533996582,1.7346305847167969,362.6340637207031,-216.9682159423828
6,UNet,1002526,9.134055137634277,1.2679466009140015,297.9598388671875,-264.2524108886719
6,UNet,1002538,13.569524765014648,1.6579735279083252,296.9466552734375,-229.21119689941406
2,Unrolled,1000017,3.0808768272399902,0.7442073225975037,178.27914428710938,-292.361328125
2,Unrolled,1000026,3.2976627349853516,0.7742799520492554,168.18824768066406,-293.59197998046875
2,Unrolled,1000041,0.8180996775627136,0.35461294651031494,96.92222595214844,-310.0275573730469
2,Unrolled,1000071,1.3795394897460938,0.4841804504394531,112.63984680175781,-308.4615783691406
2,Unrolled,1000107,0.775506854057312,0.34284278750419617,93.1535873413086,-312.75311279296875
2,Unrolled,1000153,0.9237458109855652,0.3686119019985199,100.28839111328125,-310.2442321777344
2,Unrolled,1000178,2.922435998916626,0.7274492383003235,161.60935974121094,-296.9085693359375
2,Unrolled,1000196,2.509695529937744,0.6825772523880005,137.99911499023438,-298.10443115234375
2,Unrolled,1000206,3.212606906890869,0.7465885281562805,159.93084716796875,-296.2978515625
2,Unrolled,1000264,2.12221097946167,0.6100463271141052,135.07290649414062,-301.6390686035156
2,Unrolled,1000292,3.3736000061035156,0.8026320338249207,204.44110107421875,-291.22515869140625
2,Unrolled,1000314,1.2085946798324585,0.4567619860172272,112.21996307373047,-309.77899169921875
2,Unrolled,1000323,1.3711751699447632,0.4916137754917145,113.53762817382812,-307.0619201660156
2,Unrolled,1000344,2.799680233001709,0.7074993252754211,157.96408081054688,-295.4852294921875
2,Unrolled,1000432,0.9623727798461914,0.3845425248146057,97.84515380859375,-310.8263854980469
2,Unrolled,1000464,1.9897794723510742,0.5632428526878357,136.25433349609375,-304.00238037109375
2,Unrolled,1000538,2.5004360675811768,0.6682761311531067,143.32723999023438,-299.1790771484375
2,Unrolled,1000591,2.1713497638702393,0.6064372062683105,137.3553009033203,-302.1639709472656
2,Unrolled,1000697,0.6260336637496948,0.30410265922546387,88.77908325195312,-313.51129150390625
2,Unrolled,1000735,1.1825053691864014,0.40756264328956604,106.18749237060547,-309.5179443359375
2,Unrolled,1000759,0.6751230955123901,0.31924429535865784,93.74214172363281,-311.3712158203125
2,Unrolled,1000769,0.685090184211731,0.32097896933555603,90.5818099975586,-312.73004150390625
2,Unrolled,1000891,1.0269200801849365,0.3827073872089386,101.00389862060547,-308.85675048828125
2,Unrolled,1000899,2.4472951889038086,0.6588354706764221,133.14283752441406,-300.809326171875
2,Unrolled,1001064,0.6216620802879333,0.30754998326301575,90.79920196533203,-313.6098327636719
2,Unrolled,1001090,2.126176357269287,0.5801848769187927,138.1823272705078,-304.371826171875
2,Unrolled,1001096,0.9860607981681824,0.38827046751976013,99.56657409667969,-310.28948974609375
2,Unrolled,1001104,0.7937647104263306,0.3274598717689514,87.42668914794922,-311.49688720703125
2,Unrolled,1001119,2.5523762702941895,0.6553166508674622,138.0537567138672,-302.09613037109375
2,Unrolled,1001140,2.398486375808716,0.6420735716819763,142.1908721923828,-299.1781921386719
2,Unrolled,1001144,2.2627570629119873,0.6204695105552673,142.20254516601562,-300.2122497558594
2,Unrolled,1001159,4.85183572769165,0.9819658398628235,212.58474731445312,-276.0957336425781
2,Unrolled,1001168,1.0012118816375732,0.3452940881252289,104.612060546875,-309.59344482421875
2,Unrolled,1001170,0.5600609183311462,0.288276731967926,84.51646423339844,-313.5515441894531
2,Unrolled,1001184,0.7717702984809875,0.3497520685195923,93.61746978759766,-311.46380615234375
2,Unrolled,1001275,3.7996909618377686,0.856655478477478,188.5858154296875,-285.7127685546875
2,Unrolled,1001381,1.2022136449813843,0.4514830708503723,111.95669555664062,-308.5364074707031
2,Unrolled,1001651,2.18896484375,0.5985926985740662,143.61016845703125,-300.78619384765625
2,Unrolled,1001655,2.0973000526428223,0.587577760219574,128.78001403808594,-303.5021057128906
2,Unrolled,1001687,1.2176581621170044,0.44927486777305603,109.73188781738281,-309.91796875
2,Unrolled,1001759,0.6388317346572876,0.30244338512420654,85.23332977294922,-312.56390380859375
2,Unrolled,1001763,1.2533208131790161,0.4561263918876648,111.94670104980469,-309.3697204589844
2,Unrolled,1001798,3.8078951835632324,0.86150062084198,200.92352294921875,-282.74041748046875
2,Unrolled,1001850,2.2411491870880127,0.6103865504264832,137.44212341308594,-302.85784912109375
2,Unrolled,1001851,2.3312344551086426,0.6433067917823792,140.71409606933594,-299.0616455078125
2,Unrolled,1001938,2.6837127208709717,0.6827781796455383,153.68540954589844,-299.3881530761719
2,Unrolled,1001959,2.7692952156066895,0.6958661675453186,134.90557861328125,-299.44500732421875
2,Unrolled,1001995,1.173789381980896,0.4150460362434387,101.74494934082031,-309.5130920410156
2,Unrolled,1001997,3.141289472579956,0.7672051191329956,179.90821838378906,-291.5516357421875
2,Unrolled,1002007,2.153604030609131,0.5755418539047241,131.40782165527344,-302.1119689941406
2,Unrolled,1002035,0.873526394367218,0.36037030816078186,97.86442565917969,-311.1266174316406
2,Unrolled,1002274,1.844117522239685,0.580291748046875,138.2381591796875,-304.2311096191406
2,Unrolled,1002351,1.0593862533569336,0.4318123757839203,98.81169891357422,-309.9627990722656
2,Unrolled,1002380,3.6577086448669434,0.8211844563484192,199.24053955078125,-290.8520812988281
2,Unrolled,1002382,0.578431248664856,0.27601391077041626,82.22798919677734,-313.798828125
2,Unrolled,1002412,3.0512542724609375,0.7486653327941895,188.37039184570312,-292.20635986328125
2,Unrolled,1002417,2.9700450897216797,0.7109013199806213,176.69789123535156,-295.7307434082031
2,Unrolled,1002451,2.340066432952881,0.6544955372810364,125.09269714355469,-299.5299987792969
2,Unrolled,1002515,2.9548139572143555,0.7333586812019348,140.6356658935547,-293.79498291015625
2,Unrolled,1002526,1.0351217985153198,0.42021870613098145,102.25068664550781,-309.53961181640625
2,Unrolled,1002538,2.955291748046875,0.7403287291526794,133.96078491210938,-297.2655334472656
4,Unrolled,1000017,6.4830193519592285,1.0905410051345825,257.5694580078125,-266.7271728515625
4,Unrolled,1000026,7.0719895362854,1.1614537239074707,235.90194702148438,-266.6893615722656
4,Unrolled,1000041,3.235954761505127,0.7047648429870605,163.1134796142578,-289.59014892578125
4,Unrolled,1000071,4.133435249328613,0.8470219373703003,157.67486572265625,-288.9835205078125
4,Unrolled,1000107,2.6853408813476562,0.6384426951408386,147.50323486328125,-299.92633056640625
4,Unrolled,1000153,3.045447587966919,0.6796697378158569,146.52720642089844,-293.44171142578125
4,Unrolled,1000178,7.057373046875,1.1466680765151978,224.12835693359375,-269.7845764160156
4,Unrolled,1000196,6.939166069030762,1.1610451936721802,214.30282592773438,-269.0392761230469
4,Unrolled,1000206,7.554722785949707,1.1678483486175537,235.79620361328125,-266.2550048828125
4,Unrolled,1000264,4.962335109710693,0.9367713928222656,212.6654052734375,-280.05364990234375
4,Unrolled,1000292,6.768540382385254,1.1380412578582764,304.3227844238281,-267.95416259765625
4,Unrolled,1000314,4.096334457397461,0.8424236178398132,195.18624877929688,-290.4128112792969
4,Unrolled,1000323,4.764157772064209,0.9251000285148621,218.84849548339844,-283.83807373046875
4,Unrolled,1000344,6.620902061462402,1.1050505638122559,257.90533447265625,-268.134765625
4,Unrolled,1000432,3.5860869884490967,0.7475306391716003,155.41171264648438,-291.29461669921875
4,Unrolled,1000464,5.89284610748291,1.0186342000961304,244.8646697998047,-279.2246398925781
4,Unrolled,1000538,6.220530033111572,1.0570040941238403,238.4610137939453,-275.7477111816406
4,Unrolled,1000591,5.660880088806152,1.0190446376800537,232.73728942871094,-279.5146484375
4,Unrolled,1000697,2.1436893939971924,0.5555987358093262,132.81680297851562,-303.3398742675781
4,Unrolled,1000735,3.673323154449463,0.7091023325920105,158.66787719726562,-293.06304931640625
4,Unrolled,1000759,2.859095335006714,0.6529396176338196,150.59938049316406,-294.8188781738281
4,Unrolled,1000769,3.0183939933776855,0.6723083853721619,154.59596252441406,-294.93109130859375
4,Unrolled,1000891,3.002711772918701,0.667554497718811,146.24685668945312,-292.58941650390625
4,Unrolled,1000899,7.272047519683838,1.1601598262786865,212.98886108398438,-266.56829833984375
4,Unrolled,1001064,2.682065963745117,0.6297416090965271,161.43438720703125,-299.36199951171875
4,Unrolled,1001090,5.657254219055176,0.9715102314949036,224.0267333984375,-279.5040283203125
4,Unrolled,1001096,3.247756242752075,0.7092064619064331,149.78558349609375,-295.2687683105469
4,Unrolled,1001104,2.4337687492370605,0.5705336332321167,129.52517700195312,-299.1483459472656
4,Unrolled,1001119,6.185929298400879,1.0695922374725342,202.56639099121094,-274.5317077636719
4,Unrolled,1001140,6.186332702636719,1.0585997104644775,209.89962768554688,-273.45538330078125
4,Unrolled,1001144,5.443068504333496,0.9984857439994812,190.2225799560547,-277.2174987792969
4,Unrolled,1001159,9.012361526489258,1.377460241317749,346.0733947753906,-244.50650024414062
4,Unrolled,1001168,2.6407642364501953,0.5734862089157104,146.37376403808594,-299.531005859375
4,Unrolled,1001170,2.5067198276519775,0.5920892357826233,129.15182495117188,-299.0843505859375
4,Unrolled,1001184,3.665771007537842,0.7682164907455444,160.3942413330078,-293.8429870605469
4,Unrolled,1001275,7.552406311035156,1.2334500551223755,305.6141357421875,-257.8326416015625
4,Unrolled,1001381,4.423930644989014,0.845062255859375,239.77427673339844,-287.8360595703125
4,Unrolled,1001651,6.4183855056762695,1.0485668182373047,280.4091796875,-271.2864990234375
4,Unrolled,1001655,6.264948844909668,1.0357692241668701,200.61119079589844,-277.4533996582031
4,Unrolled,1001687,4.194053649902344,0.8436214327812195,164.42335510253906,-290.79949951171875
4,Unrolled,1001759,2.501615524291992,0.6042467951774597,139.1740264892578,-297.45721435546875
4,Unrolled,1001763,4.566603660583496,0.8883096575737,195.14476013183594,-287.9246826171875
4,Unrolled,1001798,6.983541011810303,1.1663378477096558,303.6919250488281,-258.809326171875
4,Unrolled,1001850,5.826972007751465,1.0005381107330322,198.28001403808594,-279.3003234863281
4,Unrolled,1001851,5.875185012817383,1.0315450429916382,243.51068115234375,-275.2451171875
4,Unrolled,1001938,7.084733486175537,1.140350580215454,229.00328063964844,-270.2393493652344
4,Unrolled,1001959,6.488691806793213,1.0867100954055786,180.97906494140625,-274.328125
4,Unrolled,1001995,4.014349937438965,0.7809707522392273,172.20289611816406,-290.36187744140625
4,Unrolled,1001997,6.465237617492676,1.1105742454528809,272.080322265625,-266.6159362792969
4,Unrolled,1002007,5.2683000564575195,0.9398800134658813,166.2251739501953,-280.7012939453125
4,Unrolled,1002035,3.104296922683716,0.6829942464828491,152.55421447753906,-294.481689453125
4,Unrolled,1002274,5.914493083953857,1.0704634189605713,246.7343292236328,-276.98443603515625
4,Unrolled,1002351,4.569407939910889,0.9005231857299805,197.3383026123047,-289.7796630859375
4,Unrolled,1002380,7.708418846130371,1.2006185054779053,313.7473449707031,-262.7502746582031
4,Unrolled,1002382,2.271833896636963,0.5345262289047241,135.28062438964844,-301.75103759765625
4,Unrolled,1002412,7.245517730712891,1.1606535911560059,254.5682373046875,-263.58892822265625
4,Unrolled,1002417,7.932366371154785,1.2317876815795898,278.8428649902344,-264.9249267578125
4,Unrolled,1002451,6.490450859069824,1.1200284957885742,181.92808532714844,-269.5570068359375
4,Unrolled,1002515,7.335282802581787,1.1888118982315063,216.11390686035156,-260.89093017578125
4,Unrolled,1002526,4.298123836517334,0.8475378155708313,214.48387145996094,-287.68280029296875
4,Unrolled,1002538,6.988230228424072,1.164791226387024,184.25820922851562,-269.49310302734375
6,Unrolled,1000017,10.675505638122559,1.4107685089111328,347.7733459472656,-242.9977264404297
6,Unrolled,1000026,10.912615776062012,1.4605592489242554,279.2889709472656,-245.47608947753906
6,Unrolled,1000041,7.0030975341796875,1.0390700101852417,226.79800415039062,-269.2027282714844
6,Unrolled,1000071,8.833005905151367,1.2163569927215576,247.61647033691406,-264.7884216308594
6,Unrolled,1000107,7.910548210144043,1.0347166061401367,293.6634826660156,-270.8835144042969
