Acceleration,Method,ScanID,SSFD (layer 1),SSFD (layer 3),SSFD (layer 5),SSFD (layer 7),SSFD (layer 9)
4,UNet,1001090,0.04030352458357811,1.4016371965408325,3.9515585899353027,12.043499946594238,13.495074272155762
4,UNet,1001096,0.026395056396722794,0.771118700504303,2.165473222732544,5.849998950958252,3.862400770187378
4,UNet,1001104,0.02124650776386261,0.8749583959579468,2.160672903060913,5.910632610321045,4.426485538482666
4,UNet,1001119,0.04057883098721504,1.1212875843048096,3.3482558727264404,9.987527847290039,11.593838691711426
4,UNet,1001140,0.05571383982896805,1.2964727878570557,3.120467185974121,7.964298248291016,8.659280776977539
4,UNet,1001144,0.034241583198308945,1.1191703081130981,2.95617413520813,9.021061897277832,10.354561805725098
4,UNet,1001159,0.07167087495326996,1.7689621448516846,4.528383731842041,11.545816421508789,14.465017318725586
4,UNet,1001168,0.020046457648277283,0.7869949340820312,1.9903285503387451,5.971392631530762,4.550681114196777
4,UNet,1001170,0.025450745597481728,0.921552836894989,2.572006940841675,7.557255744934082,5.56305456161499
4,UNet,1001184,0.02785131335258484,0.9420342445373535,2.810495138168335,8.707897186279297,7.140873908996582
4,UNet,1001275,0.0733746737241745,1.7621848583221436,4.160371780395508,10.994202613830566,12.952272415161133
4,UNet,1001381,0.021111806854605675,0.82628333568573,2.742555856704712,10.056496620178223,8.788548469543457
4,UNet,1001651,0.03118959069252014,1.1688177585601807,2.9713985919952393,9.372796058654785,13.40703296661377
4,UNet,1001655,0.037220146507024765,1.166790246963501,3.520617723464966,9.399724006652832,8.596708297729492
4,UNet,1001687,0.02614842914044857,0.9798965454101562,2.6825613975524902,7.760466575622559,6.135796070098877
4,UNet,1001759,0.022750195115804672,0.9906735420227051,2.5758779048919678,7.787670135498047,7.671280860900879
4,UNet,1001763,0.03227422758936882,0.9194841384887695,3.028703212738037,10.285135269165039,9.287394523620605
4,UNet,1001798,0.06579820811748505,1.5818469524383545,3.7339205741882324,9.792362213134766,12.595840454101562
4,UNet,1001850,0.03959131985902786,1.184417486190796,3.5466980934143066,10.265828132629395,13.462732315063477
4,UNet,1001851,0.040779829025268555,1.2945866584777832,3.2288005352020264,10.288191795349121,12.374052047729492
4,UNet,1001938,0.06618501991033554,1.4188635349273682,3.814833402633667,11.023333549499512,11.502147674560547
4,UNet,1001959,0.05404435470700264,1.2389938831329346,3.5284087657928467,9.501504898071289,10.324963569641113
4,UNet,1001995,0.03611116483807564,1.0425266027450562,2.7373600006103516,7.440164089202881,5.986351013183594
4,UNet,1001997,0.07173853367567062,1.5566486120224,3.5623137950897217,9.935382843017578,11.819146156311035
4,UNet,1002007,0.04003272205591202,1.266113519668579,3.2980308532714844,9.428486824035645,8.312219619750977
4,UNet,1002035,0.01968211494386196,0.8194124102592468,2.2239508628845215,6.5302414894104,4.910471439361572
4,UNet,1002274,0.029187005013227463,1.0042864084243774,3.4390430450439453,11.493291854858398,11.780468940734863
4,UNet,1002351,0.04448407143354416,1.3053034543991089,3.8102195262908936,10.879112243652344,9.111166000366211
4,UNet,1002380,0.05493636056780815,1.4820531606674194,3.760718822479248,10.927024841308594,13.871795654296875
4,UNet,1002382,0.01895821839570999,0.751584529876709,2.044996500015259,6.148218631744385,5.137138843536377
4,UNet,1002412,0.051303643733263016,1.5256118774414062,4.044987678527832,11.085725784301758,14.200967788696289
4,UNet,1002417,0.03427505120635033,1.1072783470153809,3.4955928325653076,10.744502067565918,11.553131103515625
4,UNet,1002451,0.07648507505655289,1.4405856132507324,4.123007774353027,11.067192077636719,12.730043411254883
4,UNet,1002515,0.10847325623035431,1.5759960412979126,4.222171783447266,11.272703170776367,13.327497482299805
4,UNet,1002526,0.016787245869636536,0.6277343034744263,2.274829149246216,8.132967948913574,7.228610992431641
4,UNet,1002538,0.06887194514274597,1.4018123149871826,3.8130595684051514,11.125900268554688,15.126032829284668
6,UNet,1000017,0.08320502936840057,1.8125842809677124,4.56142520904541,11.809557914733887,16.035734176635742
6,UNet,1000026,0.06813686341047287,1.636662483215332,4.329852104187012,12.167790412902832,15.575772285461426
6,UNet,1000041,0.0342465378344059,1.0674045085906982,2.647916316986084,7.24945592880249,6.035106182098389
6,UNet,1000071,0.042476050555706024,1.2662614583969116,3.3218703269958496,10.536015510559082,8.781332015991211
6,UNet,1000107,0.02260989136993885,0.8322687149047852,2.3805572986602783,7.334252834320068,4.978442192077637
6,UNet,1000153,0.042368657886981964,1.3057987689971924,3.3537628650665283,8.704594612121582,6.740853786468506
6,UNet,1000178,0.07146234810352325,1.6216003894805908,4.345058917999268,12.797761917114258,16.362085342407227
6,UNet,1000196,0.08892641216516495,1.7272017002105713,4.721485614776611,13.366786003112793,14.155573844909668
6,UNet,1000206,0.05257942155003548,1.497678518295288,4.420413017272949,12.01098918914795,13.160240173339844
6,UNet,1000264,0.025926116853952408,0.9370377659797668,2.5104525089263916,8.09886360168457,8.032456398010254
6,UNet,1000292,0.07934203743934631,1.719978928565979,4.222109794616699,10.687355041503906,13.564244270324707
6,UNet,1000314,0.023454885929822922,0.8967990875244141,2.795236825942993,8.908854484558105,7.824629783630371
6,UNet,1000323,0.041707076132297516,1.0278009176254272,3.5756328105926514,11.877674102783203,12.949066162109375
6,UNet,1000344,0.0717693641781807,1.5484836101531982,4.22409725189209,11.667860984802246,13.790651321411133
6,UNet,1000432,0.042093537747859955,1.1013816595077515,2.8491086959838867,7.224661350250244,5.3493499755859375
6,UNet,1000464,0.05291081592440605,1.5316017866134644,4.317668437957764,14.50562572479248,14.10095500946045
6,UNet,1000538,0.04275872930884361,1.4160655736923218,3.439147472381592,10.884593963623047,15.792404174804688
6,UNet,1000591,0.049658097326755524,1.297844648361206,3.606722354888916,10.286897659301758,15.55004596710205
6,UNet,1000697,0.022938530892133713,0.959121823310852,2.4003100395202637,7.702940940856934,5.501649379730225
6,UNet,1000735,0.027648109942674637,1.2035515308380127,3.0365772247314453,9.490962982177734,6.628972053527832
6,UNet,1000759,0.035138726234436035,1.156217336654663,2.792141914367676,7.6218438148498535,6.231412887573242
6,UNet,1000769,0.03704868257045746,1.1868555545806885,2.944730758666992,7.903478145599365,6.807720184326172
6,UNet,1000891,0.04041258618235588,1.3377246856689453,3.111220121383667,8.453978538513184,7.399447441101074
6,UNet,1000899,0.111001156270504,2.0611557960510254,5.512030601501465,14.317028999328613,14.934549331665039
6,UNet,1001064,0.04277981072664261,1.231033444404602,3.2276904582977295,8.289342880249023,6.085076332092285
6,UNet,1001090,0.06320735067129135,1.6214100122451782,4.4488844871521,13.101534843444824,13.89435863494873
6,UNet,1001096,0.03590717911720276,1.1164798736572266,2.9727625846862793,8.011344909667969,5.191470623016357
6,UNet,1001104,0.026981204748153687,1.1070588827133179,2.4899697303771973,6.401522636413574,5.025634765625
6,UNet,1001119,0.050905220210552216,1.514371633529663,4.580164432525635,13.369401931762695,14.122903823852539
6,UNet,1001140,0.07044205069541931,1.6463348865509033,4.074368953704834,10.61404037475586,10.969040870666504
6,UNet,1001144,0.04110204428434372,1.3720290660858154,3.5819785594940186,10.718354225158691,13.056658744812012
6,UNet,1001159,0.0868082046508789,2.127105951309204,5.471663475036621,14.872822761535645,20.333581924438477
6,UNet,1001168,0.023843204602599144,1.0608501434326172,2.4546027183532715,6.909775733947754,4.8001203536987305
6,UNet,1001170,0.03158584237098694,1.1339399814605713,3.073913812637329,8.549551010131836,6.8307695388793945
6,UNet,1001184,0.034559767693281174,1.1421698331832886,3.1951069831848145,8.991483688354492,7.328526496887207
6,UNet,1001275,0.08960483968257904,2.131051540374756,4.97866678237915,13.393437385559082,17.69358253479004
6,UNet,1001381,0.024884972721338272,1.0817835330963135,3.421658754348755,12.116205215454102,10.571737289428711
6,UNet,1001651,0.040662724524736404,1.3392655849456787,3.5297534465789795,11.39757251739502,15.62120532989502
6,UNet,1001655,0.058645933866500854,1.5091769695281982,4.313084602355957,11.417106628417969,11.0613431930542
6,UNet,1001687,0.030992135405540466,1.1592326164245605,3.187913417816162,8.85533618927002,6.224541664123535
6,UNet,1001759,0.030976226553320885,1.265823483467102,3.17069935798645,9.347087860107422,7.965096950531006
6,UNet,1001763,0.04837261885404587,1.3308424949645996,4.156669616699219,13.556172370910645,11.873260498046875
6,UNet,1001798,0.08479928225278854,1.8477728366851807,4.414622783660889,11.394890785217285,15.200971603393555
6,UNet,1001850,0.05259391665458679,1.355415940284729,3.9944939613342285,11.076950073242188,15.108869552612305
6,UNet,1001851,0.05517452210187912,1.6025184392929077,4.0501017570495605,13.01594352722168,17.34381866455078
6,UNet,1001938,0.09340859949588776,1.7991063594818115,4.776501655578613,12.910560607910156,15.249194145202637
6,UNet,1001959,0.07072456181049347,1.4912797212600708,4.220707893371582,10.667181968688965,12.686534881591797
6,UNet,1001995,0.05002395063638687,1.492523431777954,3.933368682861328,10.671320915222168,7.905259132385254
6,UNet,1001997,0.09118132293224335,1.9239616394042969,4.607672691345215,13.215505599975586,16.314159393310547
6,UNet,1002007,0.05025823786854744,1.456664800643921,3.7627079486846924,10.856130599975586,10.517435073852539
6,UNet,1002035,0.02667676843702793,0.9557806253433228,2.5148816108703613,7.408143520355225,5.569736957550049
6,UNet,1002274,0.039171118289232254,1.111924648284912,3.972890853881836,12.706430435180664,11.596576690673828
6,UNet,1002351,0.0448169931769371,1.3132351636886597,3.7203032970428467,10.160523414611816,7.838192939758301
6,UNet,1002380,0.06798377633094788,1.7569993734359741,4.330698490142822,12.456500053405762,16.40196418762207
6,UNet,1002382,0.026333823800086975,1.0261726379394531,2.5261051654815674,6.700736999511719,5.329576015472412
6,UNet,1002412,0.07232224196195602,1.8735151290893555,4.888950347900391,13.106521606445312,16.91353416442871
6,UNet,1002417,0.046200018376111984,1.2661211490631104,3.8558688163757324,11.325876235961914,11.549881935119629
6,UNet,1002451,0.10347501188516617,1.8796879053115845,5.290774345397949,13.77366828918457,15.123217582702637
6,UNet,1002515,0.16536369919776917,2.157649517059326,5.7158966064453125,14.572514533996582,16.626708984375
6,UNet,1002526,0.019804518669843674,0.8797134160995483,2.7601218223571777,9.134055137634277,8.440999984741211
6,UNet,1002538,0.10360268503427505,1.740450143814087,4.73757266998291,13.569524765014648,17.788219451904297
2,Unrolled,1000017,0.02511812187731266,0.6387063264846802,1.4800180196762085,3.0808768272399902,3.282169818878174
2,Unrolled,1000026,0.02264740876853466,0.5429039001464844,1.2916053533554077,3.2976627349853516,4.351583003997803
2,Unrolled,1000041,0.0031029984820634127,0.09994229674339294,0.27595439553260803,0.8180996775627136,0.7920647263526917
2,Unrolled,1000071,0.00518405344337225,0.17241939902305603,0.4510188698768616,1.3795394897460938,1.3819493055343628
2,Unrolled,1000107,0.002919144695624709,0.0890255942940712,0.25294679403305054,0.775506854057312,0.5395687818527222
2,Unrolled,1000153,0.00449945405125618,0.12208286672830582,0.313556969165802,0.9237458109855652,0.751487135887146
2,Unrolled,1000178,0.021840190514922142,0.5284839868545532,1.2643601894378662,2.922435998916626,3.342400074005127
2,Unrolled,1000196,0.016850639134645462,0.36863571405410767,0.9112057685852051,2.509695529937744,2.5714097023010254
2,Unrolled,1000206,0.012500239536166191,0.46130403876304626,1.278389573097229,3.212606906890869,3.411609649658203
2,Unrolled,1000264,0.006506286561489105,0.2642997205257416,0.7196671962738037,2.12221097946167,2.233771324157715
2,Unrolled,1000292,0.025784650817513466,0.6189256310462952,1.4357836246490479,3.3736000061035156,4.073254108428955
2,Unrolled,1000314,0.0031514503061771393,0.11616667360067368,0.3824421763420105,1.2085946798324585,1.2794467210769653
2,Unrolled,1000323,0.0028466247022151947,0.12303219735622406,0.4611983895301819,1.3711751699447632,1.517071008682251
2,Unrolled,1000344,0.020456770434975624,0.4694802761077881,1.1780433654785156,2.799680233001709,3.5390403270721436
2,Unrolled,1000432,0.004943269304931164,0.13641154766082764,0.34910377860069275,0.9623727798461914,0.7692505121231079
2,Unrolled,1000464,0.004115670453757048,0.1620456576347351,0.6200215220451355,1.9897794723510742,2.399167776107788
2,Unrolled,1000538,0.013254870660603046,0.4679619371891022,1.0294017791748047,2.5004360675811768,3.091439723968506
2,Unrolled,1000591,0.009651829488575459,0.3668452799320221,0.9441341161727905,2.1713497638702393,2.3803117275238037
2,Unrolled,1000697,0.0016967852134257555,0.0634002760052681,0.2025192230939865,0.6260336637496948,0.5184644460678101
2,Unrolled,1000735,0.004108776804059744,0.16502544283866882,0.4411964416503906,1.1825053691864014,0.8318729400634766
2,Unrolled,1000759,0.0023477314971387386,0.0780668780207634,0.21433615684509277,0.6751230955123901,0.62125563621521
2,Unrolled,1000769,0.002402069279924035,0.08053570240736008,0.22386285662651062,0.685090184211731,0.6304358839988708
2,Unrolled,1000891,0.00587482238188386,0.16645082831382751,0.3840818405151367,1.0269200801849365,0.9896885752677917
2,Unrolled,1000899,0.018423335626721382,0.36155012249946594,0.9493542909622192,2.4472951889038086,2.561732769012451
2,Unrolled,1001064,0.003138018073514104,0.08323167264461517,0.2209533005952835,0.6216620802879333,0.5245076417922974
2,Unrolled,1001090,0.007530344184488058,0.2826994061470032,0.796334445476532,2.126176357269287,2.2820210456848145
2,Unrolled,1001096,0.005098685156553984,0.15451517701148987,0.39436110854148865,0.9860607981681824,0.7055386304855347
2,Unrolled,1001104,0.004307117313146591,0.14060325920581818,0.3204217851161957,0.7937647104263306,0.5743924975395203
2,Unrolled,1001119,0.012679385021328926,0.3698665499687195,0.9568799734115601,2.5523762702941895,2.9093260765075684
2,Unrolled,1001140,0.016731349751353264,0.4259366989135742,1.0024549961090088,2.398486375808716,2.85977840423584
2,Unrolled,1001144,0.010936100967228413,0.3669593036174774,0.8417736291885376,2.2627570629119873,2.402583599090576
2,Unrolled,1001159,0.03697366267442703,0.8497379422187805,2.1130728721618652,4.85183572769165,5.885239601135254
2,Unrolled,1001168,0.004443613812327385,0.15927496552467346,0.3827783465385437,1.0012118816375732,0.625552773475647
2,Unrolled,1001170,0.002490007784217596,0.07296214997768402,0.1959453523159027,0.5600609183311462,0.48422423005104065
2,Unrolled,1001184,0.0026888162828981876,0.0949600338935852,0.2723984122276306,0.7717702984809875,0.6586166024208069
2,Unrolled,1001275,0.029205629602074623,0.693472683429718,1.6401891708374023,3.7996909618377686,4.452715873718262
2,Unrolled,1001381,0.0018450900679454207,0.08974267542362213,0.3392806351184845,1.2022136449813843,1.1717300415039062
2,Unrolled,1001651,0.008991068229079247,0.36187300086021423,0.8419340252876282,2.18896484375,2.6139681339263916
2,Unrolled,1001655,0.007433225866407156,0.27743786573410034,0.8393039703369141,2.0973000526428223,2.0900778770446777
2,Unrolled,1001687,0.004127305932343006,0.1486922800540924,0.42534366250038147,1.2176581621170044,1.0888490676879883
2,Unrolled,1001759,0.002507001394405961,0.08668693900108337,0.22248288989067078,0.6388317346572876,0.5495216250419617
2,Unrolled,1001763,0.0024234713055193424,0.09997058659791946,0.3791959881782532,1.2533208131790161,1.1392817497253418
2,Unrolled,1001798,0.026240238919854164,0.6729003190994263,1.5928455591201782,3.8078951835632324,5.096124649047852
2,Unrolled,1001850,0.011915345676243305,0.38271278142929077,0.9979134798049927,2.2411491870880127,2.214921474456787
2,Unrolled,1001851,0.009768670424818993,0.36193421483039856,0.8841608762741089,2.3312344551086426,2.601245164871216
2,Unrolled,1001938,0.015051004476845264,0.39435818791389465,1.0191471576690674,2.6837127208709717,2.5351319313049316
2,Unrolled,1001959,0.017017722129821777,0.4153839945793152,1.119637370109558,2.7692952156066895,2.9726548194885254
2,Unrolled,1001995,0.005729738622903824,0.17032401263713837,0.4371313452720642,1.173789381980896,1.0198214054107666
2,Unrolled,1001997,0.03118201717734337,0.7067334055900574,1.4557201862335205,3.141289472579956,3.513043165206909
2,Unrolled,1002007,0.010361915454268456,0.3199266195297241,0.7881858348846436,2.153604030609131,2.219104290008545
2,Unrolled,1002035,0.003236816031858325,0.11073720455169678,0.29451778531074524,0.873526394367218,0.6566747426986694
2,Unrolled,1002274,0.004205336328595877,0.1629609763622284,0.5727685689926147,1.844117522239685,2.2759788036346436
2,Unrolled,1002351,0.004243477247655392,0.13345254957675934,0.39863520860671997,1.0593862533569336,0.8815808296203613
2,Unrolled,1002380,0.027660125866532326,0.690798819065094,1.5817064046859741,3.6577086448669434,4.477641582489014
2,Unrolled,1002382,0.0020155964884907007,0.07176701724529266,0.19658146798610687,0.578431248664856,0.45177730917930603
2,Unrolled,1002412,0.0171365849673748,0.5421454310417175,1.3739817142486572,3.0512542724609375,3.542309522628784
2,Unrolled,1002417,0.007301799952983856,0.2538474500179291,0.9918140172958374,2.9700450897216797,2.897371292114258
2,Unrolled,1002451,0.019796909764409065,0.38860011100769043,0.9884271621704102,2.340066432952881,2.7426373958587646
2,Unrolled,1002515,0.030968809500336647,0.5239140391349792,1.277587652206421,2.9548139572143555,4.031347751617432
2,Unrolled,1002526,0.0020539206452667713,0.08260996639728546,0.30341264605522156,1.0351217985153198,1.2767890691757202
2,Unrolled,1002538,0.02498207986354828,0.5201736688613892,1.3086684942245483,2.955291748046875,3.9749741554260254
4,Unrolled,1000017,0.04791461303830147,1.1834332942962646,2.8158695697784424,6.4830193519592285,7.785865783691406
4,Unrolled,1000026,0.041324928402900696,1.0114161968231201,2.586127281188965,7.0719895362854,8.77192497253418
4,Unrolled,1000041,0.010710684582591057,0.3858185410499573,1.094400405883789,3.235954761505127,3.10084867477417
4,Unrolled,1000071,0.014885695651173592,0.5109201073646545,1.4140397310256958,4.133435249328613,3.762928009033203
4,Unrolled,1000107,0.007819077000021935,0.2849125266075134,0.8711172342300415,2.6853408813476562,1.9204213619232178
4,Unrolled,1000153,0.013350158929824829,0.42061924934387207,1.1478493213653564,3.045447587966919,2.202836275100708
4,Unrolled,1000178,0.04163574427366257,1.0193555355072021,2.631864547729492,7.057373046875,9.192351341247559
4,Unrolled,1000196,0.03846771642565727,0.8816705942153931,2.3772695064544678,6.939166069030762,7.834967136383057
4,Unrolled,1000206,0.02482837438583374,0.9096724390983582,2.7402615547180176,7.554722785949707,8.154586791992188
4,Unrolled,1000264,0.014275128953158855,0.6045351028442383,1.6403287649154663,4.962335109710693,5.598629951477051
4,Unrolled,1000292,0.04645450785756111,1.1259596347808838,2.6797711849212646,6.768540382385254,8.196526527404785
4,Unrolled,1000314,0.009066631086170673,0.38110119104385376,1.2955368757247925,4.096334457397461,4.068560600280762
4,Unrolled,1000323,0.008724505081772804,0.38037770986557007,1.4888769388198853,4.764157772064209,5.078726291656494
4,Unrolled,1000344,0.039003513753414154,0.9439009428024292,2.5045275688171387,6.620902061462402,8.451504707336426
