Acceleration,Method,ScanID,SSIM,PSNR,NRMSE,HFEN,VIF,NQM,SSFD,LPIPS (VGG-16),LPIPS (AlexNet),VGG-16,DISTS,ResNet50 (ImageNet),ResNet50 (RadImageNet),ResNet50 (random)
2,UNet,1000017,0.8125900626182556,31.92367172241211,0.14142240583896637,0.37303364276885986,0.15546110698656176,19.762818279315482,4.245724678039551,0.16746702790260315,0.07550493627786636,2.1269984245300293,0.0806649923324585,0.00012892797531094402,0.5528241395950317,0.01700611226260662
2,UNet,1000026,0.7929006814956665,31.237972259521484,0.12036836892366409,0.3919539749622345,0.16036571161240337,22.005332447622248,4.576750755310059,0.16973058879375458,0.0844937413930893,2.1456217765808105,0.08410602807998657,0.00012786645675078034,0.5282692313194275,0.015377547591924667
2,UNet,1000041,0.8937487006187439,32.65975570678711,0.07541441917419434,0.33395713567733765,0.16140033003112256,22.503573184370307,2.735708713531494,0.15718486905097961,0.07071855664253235,1.9164350032806396,0.09548813104629517,0.00012180349585833028,0.724700927734375,0.013616980984807014
2,UNet,1000071,0.8976393342018127,34.47480010986328,0.0771925076842308,0.3831658363342285,0.1556917427627432,21.517065734310865,3.9747390747070312,0.17563912272453308,0.08261358737945557,2.114370346069336,0.11324483156204224,0.00014724083303008229,0.9599533081054688,0.010630489327013493
2,UNet,1000107,0.8878636956214905,32.893375396728516,0.06686671078205109,0.3345886170864105,0.16506617536756982,23.52570823514757,2.0297207832336426,0.16245776414871216,0.057724252343177795,1.9992200136184692,0.10067152976989746,0.00012448889901861548,0.8149942755699158,0.015559976920485497
2,UNet,1000153,0.8754993081092834,32.63003921508789,0.08038294315338135,0.31076619029045105,0.16239015465992532,22.56902360931186,2.5461926460266113,0.14459598064422607,0.06316854804754257,1.8110426664352417,0.08885526657104492,0.000118332463898696,0.659757137298584,0.01765059493482113
2,UNet,1000178,0.8300334811210632,32.60135269165039,0.12077202647924423,0.36592811346054077,0.16483202220175255,20.214882381453943,4.418341636657715,0.170283243060112,0.0767238661646843,2.169339179992676,0.0844123363494873,0.00013248361938167363,0.5883187651634216,0.013243401423096657
2,UNet,1000196,0.8338011503219604,30.341880798339844,0.11376579850912094,0.3998427093029022,0.142807827421271,18.58163934800469,5.1724324226379395,0.20640692114830017,0.09171290695667267,2.563538074493408,0.10024750232696533,0.0001835586444940418,1.144943356513977,0.029564224183559418
2,UNet,1000206,0.8270828127861023,31.46730613708496,0.121637724339962,0.3896157741546631,0.157050104937107,22.471375209844958,5.387363433837891,0.17263424396514893,0.09122771769762039,2.127023458480835,0.09191542863845825,0.0001381831243634224,0.7189337611198425,0.019281623885035515
2,UNet,1000264,0.8883748054504395,31.529743194580078,0.10013817250728607,0.4691943824291229,0.15913030315511212,19.11927203172028,3.611889362335205,0.16293305158615112,0.06970332562923431,2.0426907539367676,0.09860748052597046,0.00012354030332062393,0.7136921882629395,0.027429623529314995
2,UNet,1000292,0.8112849593162537,32.67372512817383,0.1373874992132187,0.3520364761352539,0.15634914515852075,21.410438617183303,4.437129974365234,0.16214275360107422,0.06836103647947311,2.076362371444702,0.081562340259552,0.00012419733684509993,0.583164393901825,0.011548812501132488
2,UNet,1000314,0.8995184302330017,33.94813537597656,0.06884827464818954,0.34502896666526794,0.1629181175274165,24.072768080529407,3.120213031768799,0.17869079113006592,0.06465782225131989,2.1637637615203857,0.10455381870269775,0.0001474652672186494,0.8976541757583618,0.01310743298381567
2,UNet,1000323,0.8979884386062622,31.51157569885254,0.09503497928380966,0.4899113178253174,0.13974046925810413,20.575615279045024,4.6494221687316895,0.21514704823493958,0.09522740542888641,2.6091885566711426,0.11872899532318115,0.00024011879577301443,1.3036872148513794,0.02627452462911606
2,UNet,1000344,0.8794121742248535,30.936843872070312,0.24615643918514252,0.4260503649711609,0.15282404649331635,12.95860140023946,4.03940486907959,0.15844686329364777,0.06865382194519043,2.017937183380127,0.09525269269943237,0.0001328496728092432,0.5061420202255249,0.03784732520580292
2,UNet,1000432,0.8609825372695923,31.900985717773438,0.08233904093503952,0.34239134192466736,0.15713579669991465,20.98586630482331,2.6946396827697754,0.15599215030670166,0.07915438711643219,1.9602315425872803,0.08597773313522339,0.00013001527986489236,0.7965109944343567,0.017201391980051994
2,UNet,1000464,0.8868890404701233,30.976776123046875,0.0837005078792572,0.44626107811927795,0.1430914307005639,19.98713745151974,5.552695274353027,0.22226229310035706,0.09932026267051697,2.701225996017456,0.1333867907524109,0.00022140554210636765,1.411869764328003,0.02887739986181259
2,UNet,1000538,0.8508398532867432,34.64055252075195,0.09969309717416763,0.36606961488723755,0.15606029675640457,22.584622253571304,3.9921886920928955,0.1555006206035614,0.06908046454191208,1.9826784133911133,0.09005880355834961,0.00012495725241024047,0.6181305646896362,0.007243933621793985
2,UNet,1000591,0.8909093141555786,36.06998062133789,0.09851729869842529,0.3210884630680084,0.16338581229650748,23.28458015097247,3.771649122238159,0.16590560972690582,0.06270238012075424,2.0568037033081055,0.09817028045654297,0.00012950366362929344,0.6536769270896912,0.005845055915415287
2,UNet,1000697,0.9225102663040161,35.24687957763672,0.06789392232894897,0.36375343799591064,0.16521673049960778,25.11699083525884,2.6891472339630127,0.1605668067932129,0.05961494520306587,1.9514542818069458,0.1006554365158081,0.00015836242528166622,0.6395968198776245,0.008809816092252731
2,UNet,1000735,0.8839462399482727,32.80712127685547,0.07810964435338974,0.3655572831630707,0.15941390021729443,21.933737178916218,3.1850528717041016,0.1716797649860382,0.06642540544271469,2.1523516178131104,0.11281079053878784,0.0001654209045227617,0.7855658531188965,0.012331115081906319
2,UNet,1000759,0.8912091851234436,32.50574493408203,0.06982962042093277,0.3107815682888031,0.16686852605717958,21.467294751244633,2.5163309574127197,0.15097922086715698,0.06842111051082611,1.8611873388290405,0.09662038087844849,0.00011310764966765419,0.8213405609130859,0.016594180837273598
2,UNet,1000769,0.8970853090286255,32.08564376831055,0.07917019724845886,0.31478556990623474,0.16840316004017042,21.049556994138392,2.520237445831299,0.15321661531925201,0.06526406109333038,1.888007640838623,0.10496163368225098,0.00012332104961387813,0.8343710899353027,0.014874079264700413
2,UNet,1000891,0.8658900260925293,29.778976440429688,0.12509603798389435,0.34197133779525757,0.15627670319072154,17.465397974954254,2.382110357284546,0.14655430614948273,0.07028603553771973,1.841685175895691,0.09765297174453735,0.00011096039816038683,0.6214609146118164,0.04786664620041847
2,UNet,1000899,0.9028621912002563,33.51457977294922,0.1325017213821411,0.4218939542770386,0.15526519353335588,15.80179405312605,5.400616645812988,0.18225665390491486,0.07528508454561234,2.2977142333984375,0.09754770994186401,0.00015662304940633476,0.7306563854217529,0.02071916125714779
2,UNet,1001064,0.8919947743415833,33.01325225830078,0.07916045933961868,0.3113376498222351,0.16324108321374803,21.25186325835447,2.3640894889831543,0.1584801822900772,0.06299160420894623,1.9939663410186768,0.08851122856140137,0.00013896757445763797,0.7185859680175781,0.01751447096467018
2,UNet,1001090,0.8519560694694519,33.548946380615234,0.09827079623937607,0.32099732756614685,0.1578370901811937,23.571568865666222,4.361850738525391,0.15916696190834045,0.06502930819988251,2.044448137283325,0.10074537992477417,0.00012112044350942597,0.7942030429840088,0.01214134693145752
2,UNet,1001096,0.8630819916725159,30.617029190063477,0.09241235256195068,0.3878937065601349,0.1539439945719056,20.847399058398963,2.5742619037628174,0.1669367104768753,0.07228142023086548,2.08186674118042,0.12010562419891357,0.00013494607992470264,0.92499840259552,0.029029058292508125
2,UNet,1001104,0.8347797989845276,30.791053771972656,0.07666918635368347,0.33563363552093506,0.1564079449408872,22.052489773972887,2.0302937030792236,0.155135840177536,0.06708985567092896,1.9709892272949219,0.08381009101867676,0.00011351447756169364,0.7777253985404968,0.024783316999673843
2,UNet,1001119,0.8308371901512146,31.21111297607422,0.13672317564487457,0.4243970215320587,0.13677308904335636,21.39115969965969,5.206717014312744,0.17440688610076904,0.07694962620735168,2.193000078201294,0.08802258968353271,0.00014792659203521907,0.6608083248138428,0.029037123546004295
2,UNet,1001140,0.8629539012908936,34.27002716064453,0.11415310949087143,0.3686240315437317,0.15874957505986473,21.50371677959081,3.370204448699951,0.1595163494348526,0.06006765365600586,2.00539231300354,0.08146727085113525,0.00012254322064109147,0.5473877191543579,0.007820096798241138
2,UNet,1001144,0.8337348103523254,33.12864303588867,0.09073107689619064,0.35980224609375,0.15861906175396062,22.213228654878918,3.843733549118042,0.16135594248771667,0.06326793879270554,2.0336523056030273,0.09283602237701416,0.00011707415251294151,0.5132310390472412,0.01059333048760891
2,UNet,1001159,0.7834139466285706,27.638463973999023,0.26011213660240173,0.4831450283527374,0.14066561130013513,12.75545776736839,6.438262939453125,0.17428173124790192,0.08237572759389877,2.2196078300476074,0.0917668342590332,0.0001400994078721851,0.5578991770744324,0.06382624059915543
