Acceleration,Method,ScanID,SSFD,SSFD (FS),SSFD (non-FS)
4,UNet,1000153,7.615785121917725,2.1817309856414795,1.0213490724563599
4,UNet,1000178,10.726234436035156,3.514035701751709,1.3910354375839233
4,UNet,1000196,10.493827819824219,3.401792049407959,1.6961328983306885
4,UNet,1000206,10.614618301391602,4.3805646896362305,1.328708529472351
4,UNet,1000264,8.347742080688477,2.389667272567749,1.0763893127441406
4,UNet,1000292,9.150612831115723,3.9893486499786377,1.4757254123687744
4,UNet,1000314,7.522767066955566,2.4793639183044434,1.2936952114105225
4,UNet,1000323,9.5118989944458,3.4032065868377686,2.807610273361206
4,UNet,1000344,9.866385459899902,3.5004305839538574,1.5067505836486816
4,UNet,1000432,6.92254114151001,2.3991305828094482,1.0387561321258545
4,UNet,1000464,11.192153930664062,3.9921188354492188,2.3593759536743164
4,UNet,1000538,9.179704666137695,2.895197868347168,1.5394952297210693
4,UNet,1000591,10.431923866271973,3.769444704055786,1.6831543445587158
4,UNet,1000697,7.374139308929443,2.1993870735168457,1.2935017347335815
4,UNet,1000735,9.017956733703613,2.648196220397949,1.2949903011322021
4,UNet,1000759,6.916412353515625,2.2171196937561035,1.2061290740966797
4,UNet,1000769,7.374096870422363,2.2609446048736572,1.2345850467681885
4,UNet,1000891,6.576003074645996,2.4528896808624268,0.9798581004142761
4,UNet,1000899,11.294306755065918,3.2846744060516357,1.8505628108978271
4,UNet,1001064,8.129647254943848,3.343935012817383,1.406905174255371
4,UNet,1001090,12.043499946594238,5.317015171051025,1.4943726062774658
4,UNet,1001096,5.849998950958252,1.798771858215332,0.8596242666244507
4,UNet,1001104,5.910632610321045,2.0476481914520264,1.0907845497131348
4,UNet,1001119,9.987527847290039,2.799717664718628,1.473276972770691
4,UNet,1001140,7.964298248291016,3.088407039642334,1.281664490699768
4,UNet,1001144,9.021061897277832,2.7098636627197266,1.7431604862213135
4,UNet,1001159,11.545816421508789,4.983036994934082,1.8655420541763306
4,UNet,1001168,5.971392631530762,2.125969171524048,1.1144262552261353
4,UNet,1001170,7.557255744934082,2.106649398803711,0.9909090995788574
4,UNet,1001184,8.707897186279297,3.2455062866210938,1.3578057289123535
4,UNet,1001275,10.994202613830566,4.468437194824219,1.6607757806777954
4,UNet,1001381,10.056496620178223,2.9840521812438965,1.5993763208389282
4,UNet,1001651,9.372796058654785,2.9774672985076904,1.60678231716156
4,UNet,1001655,9.399724006652832,3.404344081878662,1.1207669973373413
4,UNet,1001687,7.760466575622559,2.499270439147949,1.2180206775665283
4,UNet,1001759,7.787670135498047,3.394951581954956,1.277530312538147
4,UNet,1001763,10.285135269165039,3.78867769241333,1.7296291589736938
4,UNet,1001798,9.792362213134766,4.289525508880615,1.551068902015686
4,UNet,1001850,10.265828132629395,4.0054755210876465,1.2150726318359375
4,UNet,1001851,10.288191795349121,3.523444414138794,1.5766425132751465
4,UNet,1001938,11.023333549499512,3.323387861251831,1.580765962600708
4,UNet,1001959,9.501504898071289,3.448638916015625,1.1537911891937256
4,UNet,1001995,7.440164089202881,2.729606866836548,1.3325703144073486
4,UNet,1001997,9.935382843017578,3.5711562633514404,1.677581787109375
4,UNet,1002007,9.428486824035645,3.080677032470703,1.3393633365631104
4,UNet,1002035,6.5302414894104,2.2946763038635254,0.836811900138855
4,UNet,1002274,11.493291854858398,3.1000595092773438,1.510464072227478
4,UNet,1002351,10.879112243652344,3.7802395820617676,2.1604273319244385
4,UNet,1002380,10.927024841308594,4.195090293884277,1.6710350513458252
4,UNet,1002382,6.148218631744385,1.9983961582183838,0.8385821580886841
4,UNet,1002412,11.085725784301758,4.753509521484375,1.2853188514709473
4,UNet,1002417,10.744502067565918,2.8092713356018066,2.059684991836548
4,UNet,1002451,11.067192077636719,3.571122646331787,1.7263352870941162
4,UNet,1002515,11.272703170776367,3.432694673538208,1.5261701345443726
4,UNet,1002526,8.132967948913574,2.710907459259033,1.5354621410369873
4,UNet,1002538,11.125900268554688,3.0199668407440186,1.3685357570648193
6,UNet,1000017,11.809557914733887,5.348636150360107,1.9743732213974
6,UNet,1000026,12.167790412902832,5.030593395233154,1.9551095962524414
6,UNet,1000041,7.24945592880249,2.308377742767334,1.182878851890564
6,UNet,1000071,10.536015510559082,3.790588855743408,1.8271636962890625
6,UNet,1000107,7.334252834320068,1.841869592666626,1.1106301546096802
6,UNet,1000153,8.704594612121582,2.851212978363037,1.2906419038772583
6,UNet,1000178,12.797761917114258,4.235207557678223,1.923609972000122
6,UNet,1000196,13.366786003112793,4.88928747177124,2.4191994667053223
6,UNet,1000206,12.01098918914795,5.526735305786133,1.649529218673706
6,UNet,1000264,8.09886360168457,2.299041748046875,1.1598750352859497
6,UNet,1000292,10.687355041503906,5.082793235778809,2.0596790313720703
6,UNet,1000314,8.908854484558105,2.771284580230713,1.7996162176132202
6,UNet,1000323,11.877674102783203,4.737149238586426,3.001239061355591
6,UNet,1000344,11.667860984802246,3.8886218070983887,1.742293119430542
6,UNet,1000432,7.224661350250244,2.722332000732422,1.3506567478179932
6,UNet,1000464,14.50562572479248,5.451064586639404,4.002793312072754
6,UNet,1000538,10.884593963623047,3.2596371173858643,1.96278977394104
6,UNet,1000591,10.286897659301758,3.533705234527588,1.9080835580825806
6,UNet,1000697,7.702940940856934,2.3195347785949707,1.2313207387924194
6,UNet,1000735,9.490962982177734,2.957632303237915,1.3483147621154785
6,UNet,1000759,7.6218438148498535,2.8738932609558105,1.2456355094909668
6,UNet,1000769,7.903478145599365,2.972882032394409,1.3081142902374268
6,UNet,1000891,8.453978538513184,3.3150627613067627,1.7507274150848389
6,UNet,1000899,14.317028999328613,4.98647403717041,2.7775626182556152
6,UNet,1001064,8.289342880249023,3.3303253650665283,1.5178334712982178
6,UNet,1001090,13.101534843444824,5.455268383026123,2.2135777473449707
6,UNet,1001096,8.011344909667969,3.0703351497650146,1.247194528579712
6,UNet,1001104,6.401522636413574,2.190014362335205,1.2382320165634155
6,UNet,1001119,13.369401931762695,4.021676540374756,2.1058576107025146
6,UNet,1001140,10.61404037475586,4.712224960327148,1.8007957935333252
6,UNet,1001144,10.718354225158691,3.7479286193847656,2.042177438735962
6,UNet,1001159,14.872822761535645,7.1484856605529785,2.4943737983703613
6,UNet,1001168,6.909775733947754,2.503286838531494,1.156246542930603
6,UNet,1001170,8.549551010131836,2.330681324005127,1.2260067462921143
6,UNet,1001184,8.991483688354492,3.795567035675049,1.3355000019073486
6,UNet,1001275,13.393437385559082,6.134525299072266,2.1738429069519043
6,UNet,1001381,12.116205215454102,4.119248390197754,1.930962324142456
6,UNet,1001651,11.39757251739502,3.6475536823272705,2.0675904750823975
6,UNet,1001655,11.417106628417969,4.9428277015686035,1.8931481838226318
6,UNet,1001687,8.85533618927002,3.1400580406188965,1.6695263385772705
6,UNet,1001759,9.347087860107422,3.970256805419922,2.023690938949585
6,UNet,1001763,13.556172370910645,4.259301662445068,2.4693713188171387
6,UNet,1001798,11.394890785217285,5.280008316040039,2.0408172607421875
6,UNet,1001850,11.076950073242188,4.122174263000488,1.7087138891220093
6,UNet,1001851,13.01594352722168,4.616696357727051,2.3528642654418945
6,UNet,1001938,12.910560607910156,4.398090362548828,2.5274505615234375
6,UNet,1001959,10.667181968688965,4.590826511383057,1.5022472143173218
6,UNet,1001995,10.671320915222168,4.5349555015563965,1.6648927927017212
6,UNet,1001997,13.215505599975586,5.044790267944336,2.41235613822937
6,UNet,1002007,10.856130599975586,4.483806133270264,1.7219442129135132
6,UNet,1002035,7.408143520355225,2.4273552894592285,1.0016109943389893
6,UNet,1002274,12.706430435180664,3.321873188018799,1.8434550762176514
6,UNet,1002351,10.160523414611816,4.102786064147949,2.127654552459717
6,UNet,1002380,12.456500053405762,5.474608421325684,2.1590282917022705
6,UNet,1002382,6.700736999511719,2.5274784564971924,1.0446522235870361
6,UNet,1002412,13.106521606445312,5.821619510650635,1.9360568523406982
6,UNet,1002417,11.325876235961914,3.5599732398986816,2.93466854095459
6,UNet,1002451,13.77366828918457,4.930052757263184,2.3898463249206543
6,UNet,1002515,14.572514533996582,5.75728702545166,2.3708460330963135
6,UNet,1002526,9.134055137634277,3.316831111907959,1.583338975906372
6,UNet,1002538,13.569524765014648,3.9914791584014893,1.91863214969635
2,Unrolled,1000017,3.0808768272399902,0.7897124290466309,0.320219486951828
2,Unrolled,1000026,3.2976627349853516,0.741154670715332,0.35169482231140137
2,Unrolled,1000041,0.8180996775627136,0.16112323105335236,0.09206406772136688
2,Unrolled,1000071,1.3795394897460938,0.3701959252357483,0.16427473723888397
2,Unrolled,1000107,0.775506854057312,0.22463205456733704,0.10706329345703125
2,Unrolled,1000153,0.9237458109855652,0.17579683661460876,0.09653379023075104
2,Unrolled,1000178,2.922435998916626,0.6764853596687317,0.30179232358932495
2,Unrolled,1000196,2.509695529937744,0.6118971109390259,0.23968520760536194
2,Unrolled,1000206,3.212606906890869,0.9508591890335083,0.22374100983142853
2,Unrolled,1000264,2.12221097946167,0.499041885137558,0.22999754548072815
2,Unrolled,1000292,3.3736000061035156,0.7558532953262329,0.3646039366722107
2,Unrolled,1000314,1.2085946798324585,0.2998238205909729,0.13223926723003387
2,Unrolled,1000323,1.3711751699447632,0.37226977944374084,0.2009657919406891
2,Unrolled,1000344,2.799680233001709,0.6826368570327759,0.3062519133090973
2,Unrolled,1000432,0.9623727798461914,0.228524848818779,0.0994206890463829
2,Unrolled,1000464,1.9897794723510742,0.46114644408226013,0.35576316714286804
2,Unrolled,1000538,2.5004360675811768,0.719675600528717,0.40648984909057617
2,Unrolled,1000591,2.1713497638702393,0.5421110987663269,0.2844848036766052
2,Unrolled,1000697,0.6260336637496948,0.14978724718093872,0.07009200751781464
2,Unrolled,1000735,1.1825053691864014,0.3020440638065338,0.12254327535629272
2,Unrolled,1000759,0.6751230955123901,0.1335684061050415,0.06987211853265762
2,Unrolled,1000769,0.685090184211731,0.1371382176876068,0.07709289342164993
2,Unrolled,1000891,1.0269200801849365,0.21483752131462097,0.14284516870975494
2,Unrolled,1000899,2.4472951889038086,0.48667192459106445,0.2585892379283905
2,Unrolled,1001064,0.6216620802879333,0.14856676757335663,0.07491698116064072
2,Unrolled,1001090,2.126176357269287,0.3944794535636902,0.20743274688720703
2,Unrolled,1001096,0.9860607981681824,0.24318619072437286,0.13057395815849304
2,Unrolled,1001104,0.7937647104263306,0.19151754677295685,0.10881612449884415
2,Unrolled,1001119,2.5523762702941895,0.5236092805862427,0.3790125250816345
2,Unrolled,1001140,2.398486375808716,0.5871104001998901,0.22955593466758728
2,Unrolled,1001144,2.2627570629119873,0.5401116013526917,0.3176092207431793
2,Unrolled,1001159,4.85183572769165,1.373064398765564,0.5364646315574646
2,Unrolled,1001168,1.0012118816375732,0.23332145810127258,0.12427649646997452
2,Unrolled,1001170,0.5600609183311462,0.1317933350801468,0.06978471577167511
2,Unrolled,1001184,0.7717702984809875,0.2137291431427002,0.10056040436029434
2,Unrolled,1001275,3.7996909618377686,0.8946192860603333,0.4009457528591156
2,Unrolled,1001381,1.2022136449813843,0.22739151120185852,0.16739091277122498
2,Unrolled,1001651,2.18896484375,0.5759422779083252,0.3208315968513489
2,Unrolled,1001655,2.0973000526428223,0.5148332715034485,0.1724422574043274
2,Unrolled,1001687,1.2176581621170044,0.3077574670314789,0.14729252457618713
2,Unrolled,1001759,0.6388317346572876,0.13427257537841797,0.09148740768432617
2,Unrolled,1001763,1.2533208131790161,0.30415111780166626,0.1487043797969818
2,Unrolled,1001798,3.8078951835632324,0.9164501428604126,0.39870157837867737
2,Unrolled,1001850,2.2411491870880127,0.5365372896194458,0.23033444583415985
2,Unrolled,1001851,2.3312344551086426,0.444920152425766,0.27271705865859985
2,Unrolled,1001938,2.6837127208709717,0.4752025008201599,0.2579442858695984
2,Unrolled,1001959,2.7692952156066895,0.6517645120620728,0.2183365523815155
2,Unrolled,1001995,1.173789381980896,0.24552588164806366,0.12545406818389893
2,Unrolled,1001997,3.141289472579956,0.9613140225410461,0.40466517210006714
2,Unrolled,1002007,2.153604030609131,0.5117424726486206,0.19955547153949738
2,Unrolled,1002035,0.873526394367218,0.2076488435268402,0.11740624904632568
2,Unrolled,1002274,1.844117522239685,0.3686234951019287,0.22971439361572266
2,Unrolled,1002351,1.0593862533569336,0.34031763672828674,0.18373200297355652
2,Unrolled,1002380,3.6577086448669434,1.1536147594451904,0.46088820695877075
2,Unrolled,1002382,0.578431248664856,0.13334043323993683,0.06473817676305771
2,Unrolled,1002412,3.0512542724609375,0.852142333984375,0.27740299701690674
2,Unrolled,1002417,2.9700450897216797,0.8516075015068054,0.8183676600456238
2,Unrolled,1002451,2.340066432952881,0.42096957564353943,0.28061768412590027
2,Unrolled,1002515,2.9548139572143555,0.49800315499305725,0.2567436099052429
2,Unrolled,1002526,1.0351217985153198,0.20319345593452454,0.11460062116384506
2,Unrolled,1002538,2.955291748046875,0.5529402494430542,0.2585740387439728
4,Unrolled,1000017,6.4830193519592285,2.4409661293029785,0.9156297445297241
4,Unrolled,1000026,7.0719895362854,2.145707607269287,0.8775063753128052
4,Unrolled,1000041,3.235954761505127,0.7022268772125244,0.34446829557418823
4,Unrolled,1000071,4.133435249328613,1.1937426328659058,0.5736876130104065
4,Unrolled,1000107,2.6853408813476562,0.8165124654769897,0.4181002676486969
4,Unrolled,1000153,3.045447587966919,0.7231804132461548,0.3599041998386383
4,Unrolled,1000178,7.057373046875,1.8281900882720947,0.838729739189148
4,Unrolled,1000196,6.939166069030762,2.0621466636657715,0.930819034576416
4,Unrolled,1000206,7.554722785949707,2.6432340145111084,0.6400324106216431
4,Unrolled,1000264,4.962335109710693,1.2889456748962402,0.5668961405754089
4,Unrolled,1000292,6.768540382385254,2.014674186706543,0.9170106053352356
4,Unrolled,1000314,4.096334457397461,1.1528394222259521,0.4808897078037262
4,Unrolled,1000323,4.764157772064209,1.6070092916488647,0.6893454194068909
4,Unrolled,1000344,6.620902061462402,1.8950763940811157,0.8466076850891113
4,Unrolled,1000432,3.5860869884490967,0.9463338851928711,0.4151485562324524
4,Unrolled,1000464,5.89284610748291,1.8563358783721924,1.1799752712249756
4,Unrolled,1000538,6.220530033111572,1.6439507007598877,0.9889353513717651
4,Unrolled,1000591,5.660880088806152,1.6020644903182983,0.8191097974777222
4,Unrolled,1000697,2.1436893939971924,0.5775262713432312,0.28686633706092834
4,Unrolled,1000735,3.673323154449463,1.0701696872711182,0.4534163475036621
4,Unrolled,1000759,2.859095335006714,0.6447902917861938,0.3461924195289612
4,Unrolled,1000769,3.0183939933776855,0.7048544883728027,0.3539871275424957
4,Unrolled,1000891,3.002711772918701,0.7504523396492004,0.48410171270370483
4,Unrolled,1000899,7.272047519683838,2.022972822189331,0.9734529256820679
4,Unrolled,1001064,2.682065963745117,0.9215211868286133,0.41501379013061523
4,Unrolled,1001090,5.657254219055176,1.1516064405441284,0.6099691390991211
4,Unrolled,1001096,3.247756242752075,0.8759146928787231,0.4253830015659332
4,Unrolled,1001104,2.4337687492370605,0.6740560531616211,0.3822520077228546
4,Unrolled,1001119,6.185929298400879,1.5646793842315674,0.966143786907196
4,Unrolled,1001140,6.186332702636719,1.855838418006897,0.7200390696525574
4,Unrolled,1001144,5.443068504333496,1.4164626598358154,0.9054291844367981
4,Unrolled,1001159,9.012361526489258,3.5002009868621826,1.2686922550201416
4,Unrolled,1001168,2.6407642364501953,0.6884918212890625,0.3946479260921478
4,Unrolled,1001170,2.5067198276519775,0.6341112852096558,0.31949689984321594
4,Unrolled,1001184,3.665771007537842,1.0681997537612915,0.4832388758659363
4,Unrolled,1001275,7.552406311035156,2.6759979724884033,0.985619843006134
4,Unrolled,1001381,4.423930644989014,1.0814675092697144,0.606968343257904
4,Unrolled,1001651,6.4183855056762695,1.6830356121063232,0.8528477549552917
4,Unrolled,1001655,6.264948844909668,1.7489802837371826,0.5095111131668091
4,Unrolled,1001687,4.194053649902344,1.3424222469329834,0.6141065359115601
4,Unrolled,1001759,2.501615524291992,0.5980971455574036,0.3987537920475006
4,Unrolled,1001763,4.566603660583496,1.2974659204483032,0.6439598798751831
4,Unrolled,1001798,6.983541011810303,2.4371840953826904,0.9755212664604187
4,Unrolled,1001850,5.826972007751465,1.6902271509170532,0.6414377093315125
4,Unrolled,1001851,5.875185012817383,1.190416932106018,0.7870457768440247
4,Unrolled,1001938,7.084733486175537,1.5740621089935303,0.7988144159317017
4,Unrolled,1001959,6.488691806793213,1.8753076791763306,0.7014661431312561
4,Unrolled,1001995,4.014349937438965,1.1366208791732788,0.5349363088607788
4,Unrolled,1001997,6.465237617492676,2.428586483001709,1.0181483030319214
4,Unrolled,1002007,5.2683000564575195,1.6133506298065186,0.646847665309906
4,Unrolled,1002035,3.104296922683716,0.8160990476608276,0.39726120233535767
4,Unrolled,1002274,5.914493083953857,1.4937465190887451,0.6952084302902222
4,Unrolled,1002351,4.569407939910889,1.4572213888168335,0.7578691244125366
4,Unrolled,1002380,7.708418846130371,2.792445182800293,1.078495740890503
4,Unrolled,1002382,2.271833896636963,0.5800268054008484,0.26606035232543945
4,Unrolled,1002412,7.245517730712891,2.5244879722595215,0.8286924362182617
4,Unrolled,1002417,7.932366371154785,2.6802802085876465,2.216679096221924
4,Unrolled,1002451,6.490450859069824,1.5041877031326294,0.8905523419380188
4,Unrolled,1002515,7.335282802581787,1.7850494384765625,0.8289220929145813
4,Unrolled,1002526,4.298123836517334,1.1133809089660645,0.48771753907203674
4,Unrolled,1002538,6.988230228424072,1.6655852794647217,0.6894790530204773
6,Unrolled,1000017,10.675505638122559,5.30623722076416,1.7215163707733154
6,Unrolled,1000026,10.912615776062012,3.9445412158966064,1.5757153034210205
6,Unrolled,1000041,7.0030975341796875,2.1609084606170654,1.0063629150390625
6,Unrolled,1000071,8.833005905151367,3.5405685901641846,1.4527256488800049
6,Unrolled,1000107,7.910548210144043,2.647700786590576,1.229935884475708
6,Unrolled,1000153,8.470744132995605,2.7303261756896973,1.0752934217453003
6,Unrolled,1000178,11.16944694519043,3.576216459274292,1.505794882774353
6,Unrolled,1000196,11.503335952758789,4.504570007324219,2.0307564735412598
6,Unrolled,1000206,11.330111503601074,5.0524420738220215,1.317030668258667
6,Unrolled,1000264,8.742898941040039,2.653886556625366,1.06585693359375
6,Unrolled,1000292,10.043660163879395,3.9329943656921387,1.6471325159072876
6,Unrolled,1000314,8.775836944580078,3.3823604583740234,1.1654102802276611
6,Unrolled,1000323,9.107019424438477,4.1559906005859375,1.6358368396759033
6,Unrolled,1000344,10.830074310302734,3.6567368507385254,1.5149424076080322
6,Unrolled,1000432,7.78922176361084,3.113468885421753,1.2347968816757202
6,Unrolled,1000464,11.492448806762695,4.7360663414001465,1.8955848217010498
6,Unrolled,1000538,10.947208404541016,3.3759639263153076,1.906661033630371
6,Unrolled,1000591,10.843174934387207,3.3533215522766113,1.760087251663208
6,Unrolled,1000697,5.883144378662109,1.9290783405303955,0.7879707217216492
6,Unrolled,1000735,8.684707641601562,3.0111052989959717,1.2209887504577637
6,Unrolled,1000759,7.236155033111572,2.8030638694763184,1.3825314044952393
6,Unrolled,1000769,7.7968854904174805,2.9156689643859863,1.3487886190414429
6,Unrolled,1000891,7.192698001861572,2.696162462234497,1.3688870668411255
6,Unrolled,1000899,11.592803955078125,4.050505638122559,1.9147212505340576
6,Unrolled,1001064,7.650770664215088,3.0646166801452637,1.459559440612793
6,Unrolled,1001090,11.325448989868164,2.9790866374969482,1.6365455389022827
6,Unrolled,1001096,7.034527778625488,2.7015013694763184,1.0054875612258911
6,Unrolled,1001104,7.0106096267700195,2.4654030799865723,1.2624192237854004
6,Unrolled,1001119,9.918327331542969,3.09623384475708,1.5279902219772339
6,Unrolled,1001140,9.691876411437988,3.602567672729492,1.392364740371704
6,Unrolled,1001144,10.272638320922852,3.4772117137908936,1.7292006015777588
6,Unrolled,1001159,12.35786247253418,5.505134582519531,1.9922670125961304
6,Unrolled,1001168,5.833111763000488,2.187116861343384,0.982525646686554
6,Unrolled,1001170,6.433208465576172,1.8159745931625366,0.9226909875869751
6,Unrolled,1001184,9.34182357788086,4.167084217071533,1.296301245689392
6,Unrolled,1001275,11.495621681213379,4.7041521072387695,1.8063404560089111
6,Unrolled,1001381,9.842973709106445,3.5212783813476562,1.3707140684127808
6,Unrolled,1001651,11.923047065734863,3.5551953315734863,1.7364730834960938
6,Unrolled,1001655,11.266993522644043,3.8821609020233154,1.3057961463928223
6,Unrolled,1001687,8.335663795471191,3.1882705688476562,1.395857334136963
6,Unrolled,1001759,6.8061652183532715,2.6026649475097656,1.2161076068878174
6,Unrolled,1001763,10.220537185668945,3.516676425933838,1.4073283672332764
6,Unrolled,1001798,10.393080711364746,4.4593281745910645,1.7844938039779663
6,Unrolled,1001850,10.549670219421387,3.953961133956909,1.3161265850067139
6,Unrolled,1001851,10.588566780090332,2.9445385932922363,1.717227578163147
6,Unrolled,1001938,10.289697647094727,3.280898332595825,1.6253143548965454
6,Unrolled,1001959,10.41087818145752,3.8707211017608643,1.3100898265838623
6,Unrolled,1001995,8.18648910522461,2.965965747833252,1.2355417013168335
6,Unrolled,1001997,10.366914749145508,4.466362953186035,1.7961528301239014
6,Unrolled,1002007,8.720020294189453,3.4378490447998047,1.3518866300582886
6,Unrolled,1002035,7.454951286315918,2.741354465484619,0.9054024815559387
6,Unrolled,1002274,11.43303394317627,4.009472846984863,1.3993003368377686
6,Unrolled,1002351,8.79727840423584,3.52630615234375,1.4512715339660645
6,Unrolled,1002380,11.09774112701416,4.831488132476807,1.8139139413833618
6,Unrolled,1002382,5.785615921020508,2.5654549598693848,0.9411250948905945
6,Unrolled,1002412,11.019192695617676,4.2670817375183105,1.5275177955627441
6,Unrolled,1002417,12.978103637695312,5.272500038146973,3.2043349742889404
6,Unrolled,1002451,11.552034378051758,3.4393725395202637,1.862962007522583
6,Unrolled,1002515,12.170522689819336,4.265333652496338,1.8447414636611938
6,Unrolled,1002526,9.480859756469727,3.8254990577697754,1.4135715961456299
6,Unrolled,1002538,12.221990585327148,3.8364036083221436,1.5416663885116577
